"filename", "language", "C#", "JSON", "Markdown", "Properties", "YAML", "UnityShader", "comment", "blank", "total"
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Enums/IconType.cs", "C#", 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Enums/ObjectEnum.cs", "C#", 15, 0, 0, 0, 0, 0, 0, 1, 16
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Enums/RecipeEnum.cs", "C#", 12, 0, 0, 0, 0, 0, 0, 1, 13
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Extension/Extension.cs", "C#", 39, 0, 0, 0, 0, 0, 0, 5, 44
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Game.asmdef", "JSON", 0, 30, 0, 0, 0, 0, 0, 0, 30
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/GameData.cs", "C#", 419, 0, 0, 0, 0, 0, 16, 62, 497
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/GameInput.cs", "C#", 70, 0, 0, 0, 0, 0, 0, 14, 84
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/GridSystem/GridDebugDrawer.cs", "C#", 36, 0, 0, 0, 0, 0, 14, 5, 55
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/GridSystem/GridPosition.cs", "C#", 22, 0, 0, 0, 0, 0, 0, 4, 26
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/GridSystem/RestaurantGrid.cs", "C#", 43, 0, 0, 0, 0, 0, 14, 12, 69
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/InputSystem/PlayerInputAction.cs", "C#", 356, 0, 0, 0, 0, 0, 12, 19, 387
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Interface/IAltInteractable.cs", "C#", 9, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Interface/IContainable.cs", "C#", 14, 0, 0, 0, 0, 0, 0, 7, 21
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Interface/IHasProgressBar.cs", "C#", 10, 0, 0, 0, 0, 0, 0, 2, 12
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Interface/IPlayer.cs", "C#", 8, 0, 0, 0, 0, 0, 0, 2, 10
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/KitchenObject/CookingBookSO.cs", "C#", 141, 0, 0, 0, 0, 0, 6, 25, 172
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/KitchenObject/KitchenObject.cs", "C#", 245, 0, 0, 0, 0, 0, 13, 38, 296
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/KitchenObject/KitchenObjectSO.cs", "C#", 28, 0, 0, 0, 0, 0, 0, 7, 35
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/KitchenObject/PlateUI/IconTemplate.cs", "C#", 12, 0, 0, 0, 0, 0, 0, 3, 15
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/KitchenObject/PlateUI/PlateIconUI.cs", "C#", 33, 0, 0, 0, 0, 0, 0, 10, 43
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/KitchenObject/RecipeSO.cs", "C#", 46, 0, 0, 0, 0, 0, 2, 9, 57
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Loader.cs", "C#", 23, 0, 0, 0, 0, 0, 0, 6, 29
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/LoaderCallback.cs", "C#", 15, 0, 0, 0, 0, 0, 0, 4, 19
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Manager/AppManager.cs", "C#", 48, 0, 0, 0, 0, 0, 0, 10, 58
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Manager/AudioClipRefsSO.cs", "C#", 17, 0, 0, 0, 0, 0, 0, 3, 20
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Manager/CoroutineRunner.cs", "C#", 23, 0, 0, 0, 0, 0, 2, 3, 28
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Manager/CustomerManager.cs", "C#", 42, 0, 0, 0, 0, 0, 2, 9, 53
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Manager/DeliveryManager.cs", "C#", 263, 0, 0, 0, 0, 0, 20, 28, 311
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Manager/DeliveryManagerUI.cs", "C#", 77, 0, 0, 0, 0, 0, 1, 8, 86
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Manager/GameManager.cs", "C#", 173, 0, 0, 0, 0, 0, 0, 12, 185
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Manager/SinglePlayManager.cs", "C#", 88, 0, 0, 0, 0, 0, 2, 8, 98
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Manager/SoundManager.cs", "C#", 91, 0, 0, 0, 0, 0, 0, 12, 103
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Manager/UI/GameOverUI.cs", "C#", 17, 0, 0, 0, 0, 0, 0, 4, 21
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Manager/UI/GamePauseUI.cs", "C#", 34, 0, 0, 0, 0, 0, 0, 7, 41
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Manager/UI/GamePlayingUI.cs", "C#", 12, 0, 0, 0, 0, 0, 0, 3, 15
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Manager/UI/GameStartCountdownUI.cs", "C#", 28, 0, 0, 0, 0, 0, 0, 7, 35
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Manager/UI/MainMenuUI.cs", "C#", 59, 0, 0, 0, 0, 0, 1, 10, 70
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Manager/UI/PointUI.cs", "C#", 43, 0, 0, 0, 0, 0, 0, 8, 51
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Manager/UI/RecipeTemplateUI.cs", "C#", 52, 0, 0, 0, 0, 0, 3, 4, 59
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/MovementTypeController.cs", "C#", 12, 0, 0, 0, 0, 0, 0, 5, 17
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Multiplay/ObjectTypeView.cs", "C#", 38, 0, 0, 0, 0, 0, 9, 9, 56
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Multiplay/PhotonManager.cs", "C#", 451, 0, 0, 0, 0, 0, 32, 89, 572
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Multiplay/PlayerControlSync.cs", "C#", 33, 0, 0, 0, 0, 0, 6, 2, 41
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/PlaceObjectSystem/IPlaceable.cs", "C#", 9, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/PlaceObjectSystem/PlaceObjectManager.cs", "C#", 46, 0, 0, 0, 0, 0, 0, 9, 55
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Player/Player.cs", "C#", 330, 0, 0, 0, 0, 0, 16, 35, 381
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Player/PlayerAnimator.cs", "C#", 67, 0, 0, 0, 0, 0, 0, 6, 73
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Player/PlayerSound.cs", "C#", 26, 0, 0, 0, 0, 0, 0, 7, 33
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Player/UserData.cs", "C#", 79, 0, 0, 0, 0, 0, 0, 12, 91
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Popups/.env", "Properties", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Popups/ChoseColorPopup.cs", "C#", 26, 0, 0, 0, 0, 0, 2, 5, 33
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Popups/CreateRoomPopup.cs", "C#", 222, 0, 0, 0, 0, 0, 6, 42, 270
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Popups/Element/ChoseColorElement.cs", "C#", 21, 0, 0, 0, 0, 0, 0, 7, 28
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Popups/FindRoomPopup.cs", "C#", 22, 0, 0, 0, 0, 0, 0, 4, 26
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Popups/FriendRequestPopup.cs", "C#", 60, 0, 0, 0, 0, 0, 26, 19, 105
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Popups/NoRoomFoundPopup.cs", "C#", 7, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Popups/SelectModePopup.cs", "C#", 55, 0, 0, 0, 0, 0, 0, 14, 69
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Popups/SetUserNamePopup.cs", "C#", 129, 0, 0, 0, 0, 0, 25, 22, 176
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Popups/SettingPopup.cs", "C#", 17, 0, 0, 0, 0, 0, 0, 5, 22
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Popups/SlideNotificationPopup.cs", "C#", 68, 0, 0, 0, 0, 0, 14, 13, 95
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Popups/Social/FindFriendPopup.cs", "C#", 54, 0, 0, 0, 0, 0, 17, 14, 85
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Popups/Social/FriendPopup.cs", "C#", 304, 0, 0, 0, 0, 0, 63, 69, 436
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Popups/TimeupPopup.cs", "C#", 35, 0, 0, 0, 0, 0, 3, 9, 47
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/ResetStaticDataManager.cs", "C#", 12, 0, 0, 0, 0, 0, 0, 2, 14
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Restaurant/ServingManager.cs", "C#", 35, 0, 0, 0, 0, 0, 0, 6, 41
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Restaurant/Table.cs", "C#", 97, 0, 0, 0, 0, 0, 4, 19, 120
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Restaurant/TableManager.cs", "C#", 61, 0, 0, 0, 0, 0, 0, 7, 68
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Restaurant/TableModel.cs", "C#", 60, 0, 0, 0, 0, 0, 0, 8, 68
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Restaurant/WaitingLine.cs", "C#", 47, 0, 0, 0, 0, 0, 0, 6, 53
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/SinglePlay/AIAction.cs", "C#", 22, 0, 0, 0, 0, 0, 0, 5, 27
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/SinglePlay/AIController.cs", "C#", 447, 0, 0, 0, 0, 0, 29, 23, 499
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/SinglePlay/AICounterManager.cs", "C#", 104, 0, 0, 0, 0, 0, 15, 7, 126
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/SinglePlay/AIKitchenObjectManager.cs", "C#", 18, 0, 0, 0, 0, 0, 31, 8, 57
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/SinglePlay/AISystem.cs", "C#", 21, 0, 0, 0, 0, 0, 0, 4, 25
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/SinglePlay/SectionData.cs", "C#", 7, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/SinglePlay/TestAI.cs", "C#", 20, 0, 0, 0, 0, 0, 9, 4, 33
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Social/Data/SocialData.cs", "C#", 402, 0, 0, 0, 0, 0, 124, 96, 622
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Social/Item/ChatItemView.cs", "C#", 34, 0, 0, 0, 0, 0, 2, 13, 49
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Social/Item/FindFriendItemView.cs", "C#", 24, 0, 0, 0, 0, 0, 0, 7, 31
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Social/Item/FriendChatItemView.cs", "C#", 46, 0, 0, 0, 0, 0, 0, 12, 58
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Social/Item/FriendRequestItemView.cs", "C#", 35, 0, 0, 0, 0, 0, 0, 8, 43
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Social/Manager/FriendManager.cs", "C#", 6, 0, 0, 0, 0, 0, 0, 3, 9
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Social/Manager/UserManager.cs", "C#", 85, 0, 0, 0, 0, 0, 39, 18, 142
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Tutorial/FirstTutorialController.cs", "C#", 75, 0, 0, 0, 0, 0, 1, 5, 81
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Tutorial/TutorialConditionCheck.cs", "C#", 74, 0, 0, 0, 0, 0, 0, 8, 82
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Tutorial/TutorialDialogue.cs", "C#", 65, 0, 0, 0, 0, 0, 0, 8, 73
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Tutorial/TutorialDoneUI.cs", "C#", 19, 0, 0, 0, 0, 0, 0, 3, 22
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Tutorial/TutorialNavigate.cs", "C#", 18, 0, 0, 0, 0, 0, 0, 3, 21
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UI/CreateRoom/PlayerUIElement.cs", "C#", 13, 0, 0, 0, 0, 0, 1, 2, 16
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UI/CreateRoom/StageUI.cs", "C#", 80, 0, 0, 0, 0, 0, 1, 13, 94
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UI/FloatingBubble.cs", "C#", 154, 0, 0, 0, 0, 0, 40, 39, 233
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UI/GradientImageFill.cs", "C#", 19, 0, 0, 0, 0, 0, 0, 5, 24
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UI/ServerPingDropdown.cs", "C#", 82, 0, 0, 0, 0, 0, 2, 9, 93
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UI/SeverPingDisplay.cs", "C#", 63, 0, 0, 0, 0, 0, 5, 14, 82
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UI/SkipTutorialToggle.cs", "C#", 79, 0, 0, 0, 0, 0, 0, 8, 87
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UI/StarController.cs", "C#", 40, 0, 0, 0, 0, 0, 2, 5, 47
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UI/TutorialData.cs", "C#", 112, 0, 0, 0, 0, 0, 5, 19, 136
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UI/TutorialUI.cs", "C#", 94, 0, 0, 0, 0, 0, 5, 11, 110
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/.github/FUNDING.yml", "YAML", 0, 0, 0, 0, 10, 0, 1, 2, 13
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/.github/ISSUE_TEMPLATE/bug_report.md", "Markdown", 0, 0, 27, 0, 0, 0, 0, 9, 36
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/.github/ISSUE_TEMPLATE/feature_request.md", "Markdown", 0, 0, 16, 0, 0, 0, 0, 7, 23
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/.github/ISSUE_TEMPLATE/question.md", "Markdown", 0, 0, 19, 0, 0, 0, 0, 7, 26
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/CHANGELOG.md", "Markdown", 0, 0, 331, 0, 0, 0, 0, 271, 602
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/LICENSE.md", "Markdown", 0, 0, 4, 0, 0, 0, 0, 3, 7
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/README.md", "Markdown", 0, 0, 143, 0, 0, 0, 0, 67, 210
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Resources/UIDissolve.shader", "UnityShader", 0, 0, 0, 0, 0, 70, 1, 17, 88
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Resources/UIEffect.cginc", "UnityShader", 0, 0, 0, 0, 0, 235, 20, 55, 310
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Resources/UIEffect.shader", "UnityShader", 0, 0, 0, 0, 0, 92, 0, 22, 114
