"filename", "language", "C#", "UnityAssemblyDefinition", "JSON", "Markdown", "YAML", "UnityShader", "comment", "blank", "total"
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Customer\CustomerSpawner.cs", "C#", 54, 0, 0, 0, 0, 0, 0, 6, 60
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\DragMoment\DragMovement.cs", "C#", 26, 0, 0, 0, 0, 0, 0, 6, 32
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\DragMoment\MobileController.cs", "C#", 39, 0, 0, 0, 0, 0, 0, 6, 45
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Enums\IconType.cs", "C#", 3, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Enums\ObjectEnum.cs", "C#", 15, 0, 0, 0, 0, 0, 0, 1, 16
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Extension\Extension.cs", "C#", 19, 0, 0, 0, 0, 0, 0, 3, 22
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Game.asmdef", "UnityAssemblyDefinition", 0, 27, 0, 0, 0, 0, 0, 0, 27
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\GameData.cs", "C#", 379, 0, 0, 0, 0, 0, 16, 60, 455
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\GameInput.cs", "C#", 63, 0, 0, 0, 0, 0, 0, 14, 77
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\InputSystem\PlayerInputAction.cs", "C#", 326, 0, 0, 0, 0, 0, 12, 19, 357
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Interface\IAltInteractable.cs", "C#", 9, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Interface\IHasProgressBar.cs", "C#", 10, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Interface\IKitchenObjectParent.cs", "C#", 13, 0, 0, 0, 0, 0, 0, 7, 20
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Interface\IPlayer.cs", "C#", 8, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\KitchenObject\CompleteDishSO.cs", "C#", 25, 0, 0, 0, 0, 0, 0, 7, 32
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\KitchenObject\KitchenObject.cs", "C#", 133, 0, 0, 0, 0, 0, 5, 34, 172
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\KitchenObject\KitchenObjectSO.cs", "C#", 44, 0, 0, 0, 0, 0, 0, 14, 58
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\KitchenObject\PlateUI\IconTemplate.cs", "C#", 12, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Loader.cs", "C#", 23, 0, 0, 0, 0, 0, 0, 6, 29
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\LoaderCallback.cs", "C#", 15, 0, 0, 0, 0, 0, 0, 4, 19
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Manager\AudioClipRefsSO.cs", "C#", 17, 0, 0, 0, 0, 0, 0, 3, 20
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Manager\DeliveryManager.cs", "C#", 120, 0, 0, 0, 0, 0, 16, 35, 171
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Manager\DeliveryManagerUI.cs", "C#", 77, 0, 0, 0, 0, 0, 1, 8, 86
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Manager\GameManager.cs", "C#", 160, 0, 0, 0, 0, 0, 1, 12, 173
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Manager\SoundManager.cs", "C#", 91, 0, 0, 0, 0, 0, 0, 12, 103
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Manager\UI\GameOverUI.cs", "C#", 17, 0, 0, 0, 0, 0, 0, 4, 21
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Manager\UI\GamePauseUI.cs", "C#", 32, 0, 0, 0, 0, 0, 0, 7, 39
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Manager\UI\GamePlayingUI.cs", "C#", 12, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Manager\UI\GameStartCountdownUI.cs", "C#", 28, 0, 0, 0, 0, 0, 0, 7, 35
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Manager\UI\MainMenuUI.cs", "C#", 49, 0, 0, 0, 0, 0, 1, 7, 57
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Manager\UI\PointUI.cs", "C#", 24, 0, 0, 0, 0, 0, 0, 4, 28
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Manager\UI\RecipeTemplateUI.cs", "C#", 52, 0, 0, 0, 0, 0, 3, 4, 59
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\MovementTypeController.cs", "C#", 12, 0, 0, 0, 0, 0, 0, 5, 17
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Multiplay\ObjectTypeView.cs", "C#", 38, 0, 0, 0, 0, 0, 9, 9, 56
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Multiplay\PhotonManager.cs", "C#", 453, 0, 0, 0, 0, 0, 25, 87, 565
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Multiplay\PlayerControlSync.cs", "C#", 32, 0, 0, 0, 0, 0, 6, 2, 40
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Player\Player.cs", "C#", 230, 0, 0, 0, 0, 0, 23, 42, 295
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Player\PlayerAnimator.cs", "C#", 44, 0, 0, 0, 0, 0, 0, 3, 47
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Player\PlayerSound.cs", "C#", 26, 0, 0, 0, 0, 0, 0, 7, 33
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Player\UserData.cs", "C#", 35, 0, 0, 0, 0, 0, 3, 4, 42
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Popups\ChoseColorPopup.cs", "C#", 26, 0, 0, 0, 0, 0, 2, 5, 33
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Popups\CreateRoomPopup.cs", "C#", 182, 0, 0, 0, 0, 0, 3, 40, 225
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Popups\Element\ChoseColorElement.cs", "C#", 21, 0, 0, 0, 0, 0, 0, 7, 28
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Popups\FindRoomPopup.cs", "C#", 22, 0, 0, 0, 0, 0, 0, 4, 26
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Popups\NoRoomFoundPopup.cs", "C#", 7, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Popups\SelectModePopup.cs", "C#", 47, 0, 0, 0, 0, 0, 0, 17, 64
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Popups\SetUserNamePopup.cs", "C#", 23, 0, 0, 0, 0, 0, 0, 9, 32
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Popups\SettingPopup.cs", "C#", 17, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Popups\TimeupPopup.cs", "C#", 26, 0, 0, 0, 0, 0, 2, 8, 36
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\ResetStaticDataManager.cs", "C#", 12, 0, 0, 0, 0, 0, 0, 2, 14
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\SinglePlay\AIAction.cs", "C#", 22, 0, 0, 0, 0, 0, 0, 5, 27
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\SinglePlay\AIController.cs", "C#", 0, 0, 0, 0, 0, 0, 475, 17, 492
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\SinglePlay\AICounterManager.cs", "C#", 105, 0, 0, 0, 0, 0, 14, 7, 126
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\SinglePlay\AIKitchenObjectManager.cs", "C#", 18, 0, 0, 0, 0, 0, 31, 8, 57
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\SinglePlay\AISystem.cs", "C#", 18, 0, 0, 0, 0, 0, 3, 4, 25
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\SinglePlay\SectionData.cs", "C#", 7, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\SinglePlay\TestAI.cs", "C#", 0, 0, 0, 0, 0, 0, 29, 4, 33
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\.github\FUNDING.yml", "YAML", 0, 0, 0, 0, 10, 0, 1, 2, 13
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\.github\ISSUE_TEMPLATE\bug_report.md", "Markdown", 0, 0, 0, 27, 0, 0, 0, 9, 36
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\.github\ISSUE_TEMPLATE\feature_request.md", "Markdown", 0, 0, 0, 16, 0, 0, 0, 7, 23
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\.github\ISSUE_TEMPLATE\question.md", "Markdown", 0, 0, 0, 19, 0, 0, 0, 7, 26
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\CHANGELOG.md", "Markdown", 0, 0, 0, 331, 0, 0, 0, 271, 602
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\LICENSE.md", "Markdown", 0, 0, 0, 4, 0, 0, 0, 3, 7
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\README.md", "Markdown", 0, 0, 0, 143, 0, 0, 0, 67, 210
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Resources\UIDissolve.shader", "UnityShader", 0, 0, 0, 0, 0, 70, 1, 17, 88
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Resources\UIEffect.cginc", "UnityShader", 0, 0, 0, 0, 0, 235, 20, 55, 310
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Resources\UIEffect.shader", "UnityShader", 0, 0, 0, 0, 0, 92, 0, 22, 114
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Resources\UIEffectSprite.cginc", "UnityShader", 0, 0, 0, 0, 0, 64, 0, 12, 76
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Resources\UIHsvModifier.shader", "UnityShader", 0, 0, 0, 0, 0, 64, 0, 16, 80
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Resources\UIShiny.shader", "UnityShader", 0, 0, 0, 0, 0, 66, 0, 17, 83
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Resources\UITtransition.shader", "UnityShader", 0, 0, 0, 0, 0, 71, 0, 17, 88
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Samples\Demo\UIEffect_Demo.asmdef", "UnityAssemblyDefinition", 0, 14, 0, 0, 0, 0, 0, 0, 14
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Samples\Demo\UIEffect_Demo.cs", "C#", 56, 0, 0, 0, 0, 0, 3, 10, 69
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Samples\Demo\UIEffect_Demo_ColorControl.cs", "C#", 45, 0, 0, 0, 0, 0, 0, 6, 51
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Samples\Demo\UIEffect_Demo_PropertyControl.cs", "C#", 21, 0, 0, 0, 0, 0, 0, 5, 26
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\Common\BaseMaterialEffect.cs", "C#", 110, 0, 0, 0, 0, 0, 54, 30, 194
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\Common\BaseMeshEffect.cs", "C#", 79, 0, 0, 0, 0, 0, 130, 21, 230
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\Common\EffectPlayer.cs", "C#", 94, 0, 0, 0, 0, 0, 39, 22, 155
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\Common\GraphicConnector.cs", "C#", 99, 0, 0, 0, 0, 0, 30, 23, 152
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\Common\MaterialCache.cs", "C#", 65, 0, 0, 0, 0, 0, 0, 13, 78
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\Common\Matrix2x3.cs", "C#", 27, 0, 0, 0, 0, 0, 3, 4, 34
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\Common\Packer.cs", "C#", 41, 0, 0, 0, 0, 0, 16, 5, 62
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\Common\ParameterTexture.cs", "C#", 121, 0, 0, 0, 0, 0, 49, 21, 191
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\Editor\ImportSampleMenu.cs", "C#", 62, 0, 0, 0, 0, 0, 1, 13, 76
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\Editor\MaterialDirtyScope.cs", "C#", 25, 0, 0, 0, 0, 0, 4, 5, 34
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\Editor\UIDissolveEditor.cs", "C#", 85, 0, 0, 0, 0, 0, 22, 14, 121
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\Editor\UIEffect-Editor.asmdef", "UnityAssemblyDefinition", 0, 16, 0, 0, 0, 0, 0, 0, 16
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\Editor\UIEffectEditor.cs", "C#", 81, 0, 0, 0, 0, 0, 17, 17, 115
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\Editor\UIGradientEditor.cs", "C#", 98, 0, 0, 0, 0, 0, 25, 17, 140
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\Editor\UIHsvModifierEditor.cs", "C#", 35, 0, 0, 0, 0, 0, 12, 7, 54
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\Editor\UIShadowEditor.cs", "C#", 44, 0, 0, 0, 0, 0, 10, 9, 63
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\Editor\UIShinyEditor.cs", "C#", 73, 0, 0, 0, 0, 0, 19, 11, 103
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\Editor\UITransitionEffectEditor.cs", "C#", 85, 0, 0, 0, 0, 0, 19, 12, 116
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\Enums\BlurMode.cs", "C#", 10, 0, 0, 0, 0, 0, 3, 1, 14
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\Enums\ColorMode.cs", "C#", 10, 0, 0, 0, 0, 0, 3, 1, 14
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\Enums\EffectArea.cs", "C#", 94, 0, 0, 0, 0, 0, 13, 10, 117
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\Enums\EffectMode.cs", "C#", 11, 0, 0, 0, 0, 0, 3, 1, 15
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\Enums\ShadowStyle.cs", "C#", 11, 0, 0, 0, 0, 0, 3, 1, 15
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\UIDissolve.cs", "C#", 235, 0, 0, 0, 0, 0, 42, 43, 320
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\UIEffect.asmdef", "UnityAssemblyDefinition", 0, 3, 0, 0, 0, 0, 0, 1, 4
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\UIEffect.cs", "C#", 275, 0, 0, 0, 0, 0, 44, 50, 369
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\UIFlip.cs", "C#", 51, 0, 0, 0, 0, 0, 12, 7, 70
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\UIGradient.cs", "C#", 229, 0, 0, 0, 0, 0, 55, 36, 320
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\UIHsvModifier.cs", "C#", 127, 0, 0, 0, 0, 0, 21, 23, 171
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\UIShadow.cs", "C#", 216, 0, 0, 0, 0, 0, 113, 55, 384
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\UIShiny.cs", "C#", 195, 0, 0, 0, 0, 0, 44, 40, 279
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\UISyncEffect.cs", "C#", 65, 0, 0, 0, 0, 0, 3, 16, 84
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\Scripts\UITransitionEffect.cs", "C#", 236, 0, 0, 0, 0, 0, 51, 46, 333
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UIEffect-upm\package.json", "JSON", 0, 0, 29, 0, 0, 0, 0, 1, 30
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UI\CreateRoom\PlayerUIElement.cs", "C#", 13, 0, 0, 0, 0, 0, 1, 2, 16
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UI\CreateRoom\StageUI.cs", "C#", 67, 0, 0, 0, 0, 0, 1, 14, 82
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UI\GradientImageFill.cs", "C#", 19, 0, 0, 0, 0, 0, 0, 5, 24
